nom_crise;type_crise;pays;latitude;longitude;intensite;date;population_touchee;accessibilite;description;en_cours;date_fin;source
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-20.071;168.892;;09/04/2008;;;location : LOYALTY ISLANDS;False;09/04/2008;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-19.941;168.953;;28/04/2008;;;location : VANUATU ISLANDS;False;28/04/2008;
Tsunami CHINA SICHUAN PROVINCE;Tsunami;CHINA;30.98;103.396;;12/05/2008;;;location : SICHUAN PROVINCE;False;12/05/2008;
Tsunami JAPAN ARATOZAWA, JAPAN;Tsunami;JAPAN;39.03;140.881;;13/06/2008;;;location : ARATOZAWA, JAPAN;False;13/06/2008;
Tsunami JAPAN OFF EAST COAST OF HONSHU ISLAND;Tsunami;JAPAN;37.552;142.214;;19/07/2008;;;location : OFF EAST COAST OF HONSHU ISLAND;False;19/07/2008;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;41.892;143.754;;11/09/2008;;;location : HOKKAIDO ISLAND;False;11/09/2008;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;1.271;122.091;;16/11/2008;;;location : SULAWESI;False;16/11/2008;
Tsunami INDONESIA NEAR NORTH COAST;Tsunami;INDONESIA;-0.414;132.885;;03/01/2009;;;location : NEAR NORTH COAST;False;03/01/2009;
Tsunami INDONESIA NEAR NORTH COAST;Tsunami;INDONESIA;-0.691;133.305;;03/01/2009;;;location : NEAR NORTH COAST;False;03/01/2009;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;46.857;155.154;;15/01/2009;;;location : KAMCHATKA;False;15/01/2009;
Tsunami INDONESIA CELEBES SEA;Tsunami;INDONESIA;3.884;126.397;;11/02/2009;;;location : CELEBES SEA;False;11/02/2009;
Tsunami TONGA TONGA;Tsunami;TONGA;-23.046;-174.659;;19/03/2009;;;location : TONGA;False;19/03/2009;
Tsunami HONDURAS OFF COAST OF HONDURAS;Tsunami;HONDURAS;16.72;-86.236;;28/05/2009;;;location : OFF COAST OF HONDURAS;False;28/05/2009;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-5.157;153.782;;23/06/2009;;;location : SOLOMON SEA;False;23/06/2009;
Tsunami GREECE CRETE;Tsunami;GREECE;34.164;25.471;;01/07/2009;;;location : CRETE;False;01/07/2009;
Tsunami NEW ZEALAND OFF WEST COAST OF SOUTH ISLAND;Tsunami;NEW ZEALAND;-45.762;166.562;;15/07/2009;;;location : OFF WEST COAST OF SOUTH ISLAND;False;15/07/2009;
Tsunami INDIA ANDAMAN ISLANDS;Tsunami;INDIA;14.099;92.888;;10/08/2009;;;location : ANDAMAN ISLANDS;False;10/08/2009;
Tsunami JAPAN HONSHU: S COAST;Tsunami;JAPAN;34.743;138.264;;10/08/2009;;;location : HONSHU: S COAST;False;10/08/2009;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;-1.479;99.49;;16/08/2009;;;location : SUMATRA;False;16/08/2009;
Tsunami INDONESIA JAVA SEA;Tsunami;INDONESIA;-7.782;107.297;;02/09/2009;;;location : JAVA SEA;False;02/09/2009;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-15.489;-172.095;;29/09/2009;;;location : SAMOA ISLANDS;False;29/09/2009;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;-0.72;99.867;;30/09/2009;;;location : SUMATRA;False;30/09/2009;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-13.006;166.51;;07/10/2009;;;location : VANUATU ISLANDS;False;07/10/2009;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-8.743;157.477;;03/01/2010;;;location : SOLOMON ISLANDS;False;03/01/2010;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-8.799;157.346;;03/01/2010;;;location : SOLOMON ISLANDS;False;03/01/2010;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.019;157.551;;05/01/2010;;;location : SOLOMON ISLANDS;False;05/01/2010;
Tsunami HAITI HAITI & DOMINICAN REPUBLIC;Tsunami;HAITI;18.457;-72.533;;12/01/2010;;;location : HAITI & DOMINICAN REPUBLIC;False;12/01/2010;
Tsunami JAPAN RYUKYU ISLANDS;Tsunami;JAPAN;25.93;128.425;;26/02/2010;;;location : RYUKYU ISLANDS;False;26/02/2010;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-36.122;-72.898;;27/02/2010;;;location : CENTRAL CHILE;False;27/02/2010;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-34.29;-71.891;;11/03/2010;;;location : CENTRAL CHILE;False;11/03/2010;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;2.383;97.048;;06/04/2010;;;location : SUMATRA;False;06/04/2010;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-13.698;166.643;;27/05/2010;;;location : VANUATU ISLANDS;False;27/05/2010;
Tsunami INDIA LITTLE NICOBAR ISLAND;Tsunami;INDIA;7.881;91.936;;12/06/2010;;;location : LITTLE NICOBAR ISLAND;False;12/06/2010;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-5.931;150.59;;18/07/2010;;;location : SOLOMON SEA;False;18/07/2010;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-17.541;168.069;;10/08/2010;;;location : VANUATU ISLANDS;False;10/08/2010;
Tsunami USA TERRITORY GUAM, MARIANA ISLANDS;Tsunami;USA TERRITORY;12.484;141.476;;13/08/2010;;;location : GUAM, MARIANA ISLANDS;False;13/08/2010;
Tsunami INDONESIA SUMATRA;Tsunami;INDONESIA;-3.487;100.082;;25/10/2010;;;location : SUMATRA;False;25/10/2010;
Tsunami JAPAN BONIN ISLANDS;Tsunami;JAPAN;26.901;143.698;;21/12/2010;;;location : BONIN ISLANDS;False;21/12/2010;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-19.702;167.947;;25/12/2010;;;location : VANUATU ISLANDS;False;25/12/2010;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-19.157;168.311;;09/01/2011;;;location : VANUATU ISLANDS;False;09/01/2011;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-20.628;168.471;;13/01/2011;;;location : VANUATU ISLANDS;False;13/01/2011;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-36.474;-73.125;;11/02/2011;;;location : CENTRAL CHILE;False;11/02/2011;
Tsunami NEW ZEALAND SOUTH ISLAND;Tsunami;NEW ZEALAND;-43.583;172.68;;21/02/2011;;;location : SOUTH ISLAND;False;21/02/2011;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;38.435;142.842;;09/03/2011;;;location : HONSHU ISLAND;False;09/03/2011;
Tsunami JAPAN OFF SANRIKU;Tsunami;JAPAN;38.296;142.808;;09/03/2011;;;location : OFF SANRIKU;False;09/03/2011;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;38.297;142.373;;11/03/2011;;;location : HONSHU ISLAND;False;11/03/2011;
Tsunami JAPAN E. COAST HONSHU ISLAND;Tsunami;JAPAN;38.276;141.588;;07/04/2011;;;location : E. COAST HONSHU ISLAND;False;07/04/2011;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-20.244;168.226;;10/05/2011;;;location : LOYALTY ISLANDS;False;10/05/2011;
Tsunami USA ATKA, ALEUTIAN ISLANDS, AK;Tsunami;USA;52.05;-171.836;;24/06/2011;;;location : ATKA, ALEUTIAN ISLANDS, AK;False;24/06/2011;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.539;-176.34;;06/07/2011;;;location : KERMADEC ISLANDS;False;06/07/2011;
Tsunami JAPAN OFF EAST COAST OF HONSHU ISLAND;Tsunami;JAPAN;38.034;143.264;;10/07/2011;;;location : OFF EAST COAST OF HONSHU ISLAND;False;10/07/2011;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-18.365;168.143;;20/08/2011;;;location : VANUATU ISLANDS;False;20/08/2011;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-18.311;168.218;;20/08/2011;;;location : VANUATU ISLANDS;False;20/08/2011;
Tsunami USA FOX ISLANDS, ALEUTIAN ISLANDS, AK;Tsunami;USA;52.171;-171.708;;02/09/2011;;;location : FOX ISLANDS, ALEUTIAN ISLANDS, AK;False;02/09/2011;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-28.993;-176.238;;21/10/2011;;;location : KERMADEC ISLANDS;False;21/10/2011;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-10.617;165.16;;09/01/2012;;;location : SANTA CRUZ ISLANDS;False;09/01/2012;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-17.827;167.133;;02/02/2012;;;location : VANUATU ISLANDS;False;02/02/2012;
Tsunami PHILIPPINES TANON STRAIT;Tsunami;PHILIPPINES;9.999;123.206;;06/02/2012;;;location : TANON STRAIT;False;06/02/2012;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.141;170.34;;03/03/2012;;;location : LOYALTY ISLANDS;False;03/03/2012;
Tsunami VANUATU OFF EAST COAST OF VANUATU;Tsunami;VANUATU;-19.125;169.613;;09/03/2012;;;location : OFF EAST COAST OF VANUATU;False;09/03/2012;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;40.887;144.944;;14/03/2012;;;location : HOKKAIDO ISLAND;False;14/03/2012;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;16.493;-98.231;;20/03/2012;;;location : S. MEXICO;False;20/03/2012;
Tsunami INDONESIA OFF W. COAST OF N SUMATRA;Tsunami;INDONESIA;2.327;93.063;;11/04/2012;;;location : OFF W. COAST OF N SUMATRA;False;11/04/2012;
Tsunami INDONESIA OFF W. COAST OF N SUMATRA;Tsunami;INDONESIA;0.802;92.463;;11/04/2012;;;location : OFF W. COAST OF N SUMATRA;False;11/04/2012;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-18.972;168.741;;14/04/2012;;;location : VANUATU ISLANDS;False;14/04/2012;
Tsunami EL SALVADOR EL SALVADOR-NICARAGUA;Tsunami;EL SALVADOR;12.139;-88.59;;27/08/2012;;;location : EL SALVADOR-NICARAGUA;False;27/08/2012;
Tsunami PHILIPPINES PHILIPPINE ISLANDS;Tsunami;PHILIPPINES;10.811;126.638;;31/08/2012;;;location : PHILIPPINE ISLANDS;False;31/08/2012;
Tsunami COSTA RICA COSTA RICA;Tsunami;COSTA RICA;10.085;-85.315;;05/09/2012;;;location : COSTA RICA;False;05/09/2012;
Tsunami CANADA BRITISH COLUMBIA;Tsunami;CANADA;52.788;-132.101;;28/10/2012;;;location : BRITISH COLUMBIA;False;28/10/2012;
Tsunami GUATEMALA GUATEMALA;Tsunami;GUATEMALA;13.988;-91.895;;07/11/2012;;;location : GUATEMALA;False;07/11/2012;
Tsunami JAPAN OFF EAST COAST OF HONSHU ISLAND;Tsunami;JAPAN;37.89;143.949;;07/12/2012;;;location : OFF EAST COAST OF HONSHU ISLAND;False;07/12/2012;
Tsunami USA SE. ALASKA, AK;Tsunami;USA;55.393;-134.652;;05/01/2013;;;location : SE. ALASKA, AK;False;05/01/2013;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-10.766;165.114;;06/02/2013;;;location : SANTA CRUZ ISLANDS;False;06/02/2013;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-10.928;166.018;;08/02/2013;;;location : SANTA CRUZ ISLANDS;False;08/02/2013;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;46.221;150.788;;19/04/2013;;;location : S. KURIL ISLANDS;False;19/04/2013;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;18.081;-102.182;;22/04/2013;;;location : MEXICO;False;22/04/2013;
Tsunami GREECE CRETE;Tsunami;GREECE;34.4;25.02;;15/06/2013;;;location : CRETE;False;15/06/2013;
Tsunami NEW ZEALAND COOK STRAIT;Tsunami;NEW ZEALAND;-41.704;174.337;;21/07/2013;;;location : COOK STRAIT;False;21/07/2013;
Tsunami NEW ZEALAND WELLINGTON;Tsunami;NEW ZEALAND;-41.734;174.152;;16/08/2013;;;location : WELLINGTON;False;16/08/2013;
Tsunami PAKISTAN OFF COAST GWADAR;Tsunami;PAKISTAN;25.18;62.26;;24/09/2013;;;location : OFF COAST GWADAR;False;24/09/2013;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-30.926;-178.323;;30/09/2013;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;30/09/2013;
Tsunami GREECE CRETE;Tsunami;GREECE;35.514;23.252;;12/10/2013;;;location : CRETE;False;12/10/2013;
Tsunami JAPAN E. COAST HONSHU ISLAND;Tsunami;JAPAN;37.156;144.661;;25/10/2013;;;location : E. COAST HONSHU ISLAND;False;25/10/2013;
Tsunami ANTARCTICA SCOTIA SEA;Tsunami;ANTARCTICA;-60.274;-46.401;;17/11/2013;;;location : SCOTIA SEA;False;17/11/2013;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-19.981;-70.702;;16/03/2014;;;location : NORTHERN CHILE;False;16/03/2014;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-19.61;-70.769;;01/04/2014;;;location : NORTHERN CHILE;False;01/04/2014;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-20.571;-70.493;;03/04/2014;;;location : NORTHERN CHILE;False;03/04/2014;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-11.27;162.148;;12/04/2014;;;location : SOLOMON ISLANDS;False;12/04/2014;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-11.463;162.051;;13/04/2014;;;location : SOLOMON ISLANDS;False;13/04/2014;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;17.397;-100.972;;18/04/2014;;;location : S. MEXICO;False;18/04/2014;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-6.755;155.024;;19/04/2014;;;location : SOLOMON SEA;False;19/04/2014;
Tsunami GREECE NORTH AEGEAN SEA;Tsunami;GREECE;40.289;25.389;;24/05/2014;;;location : NORTH AEGEAN SEA;False;24/05/2014;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.977;-177.725;;23/06/2014;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;23/06/2014;
Tsunami USA ALEUTIAN ISLANDS, AK;Tsunami;USA;51.849;178.735;;23/06/2014;;;location : ALEUTIAN ISLANDS, AK;False;23/06/2014;
Tsunami JAPAN SANRIKU;Tsunami;JAPAN;37.005;142.453;;11/07/2014;;;location : SANRIKU;False;11/07/2014;
Tsunami USA PALMA BAY, AK;Tsunami;USA;58.335;-136.971;;25/07/2014;;;location : PALMA BAY, AK;False;25/07/2014;
Tsunami CHILE EASTER ISLAND REGION;Tsunami;CHILE;-32.108;-110.811;;09/10/2014;;;location : EASTER ISLAND REGION;False;09/10/2014;
Tsunami EL SALVADOR GULF OF FONSECA;Tsunami;EL SALVADOR;12.526;-88.123;;14/10/2014;;;location : GULF OF FONSECA;False;14/10/2014;
Tsunami INDONESIA N. MOLUCCAS ISLANDS;Tsunami;INDONESIA;1.893;126.522;;15/11/2014;;;location : N. MOLUCCAS ISLANDS;False;15/11/2014;
Tsunami JAPAN HONSHU;Tsunami;JAPAN;39.856;142.881;;16/02/2015;;;location : HONSHU;False;16/02/2015;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-16.431;168.148;;19/02/2015;;;location : VANUATU ISLANDS;False;19/02/2015;
Tsunami PAPUA NEW GUINEA BISMARCK SEA;Tsunami;PAPUA NEW GUINEA;-4.729;152.562;;29/03/2015;;;location : BISMARCK SEA;False;29/03/2015;
Tsunami JAPAN S. OF HONSHU ISLAND;Tsunami;JAPAN;31.529;140.213;;02/05/2015;;;location : S. OF HONSHU ISLAND;False;02/05/2015;
Tsunami PAPUA NEW GUINEA NEW BRITAIN;Tsunami;PAPUA NEW GUINEA;-5.462;151.875;;05/05/2015;;;location : NEW BRITAIN;False;05/05/2015;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.307;158.403;;10/07/2015;;;location : SOLOMON ISLANDS;False;10/07/2015;
Tsunami SOLOMON ISLANDS SANTA CRUZ ISLANDS;Tsunami;SOLOMON ISLANDS;-10.401;165.141;;18/07/2015;;;location : SANTA CRUZ ISLANDS;False;18/07/2015;
Tsunami USA FOX ISLANDS, ALEUTIAN ISLANDS, AK;Tsunami;USA;52.376;-169.446;;27/07/2015;;;location : FOX ISLANDS, ALEUTIAN ISLANDS, AK;False;27/07/2015;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-31.573;-71.674;;16/09/2015;;;location : CENTRAL CHILE;False;16/09/2015;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-29.507;-72.007;;11/11/2015;;;location : CENTRAL CHILE;False;11/11/2015;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;31.001;128.873;;13/11/2015;;;location : JAPAN;False;13/11/2015;
Tsunami GREECE IONIAN SEA;Tsunami;GREECE;38.67;20.6;;17/11/2015;;;location : IONIAN SEA;False;17/11/2015;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-8.899;158.422;;18/11/2015;;;location : SOLOMON ISLANDS;False;18/11/2015;
Tsunami MOROCCO MOROCCO;Tsunami;MOROCCO;35.649;-3.682;;25/01/2016;;;location : MOROCCO;False;25/01/2016;
Tsunami INDONESIA SW. SUMATRA;Tsunami;INDONESIA;-4.952;94.33;;02/03/2016;;;location : SW. SUMATRA;False;02/03/2016;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-14.324;166.855;;03/04/2016;;;location : VANUATU ISLANDS;False;03/04/2016;
Tsunami ECUADOR OFF COAST;Tsunami;ECUADOR;0.382;-79.922;;16/04/2016;;;location : OFF COAST;False;16/04/2016;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-16.043;167.379;;28/04/2016;;;location : VANUATU ISLANDS;False;28/04/2016;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.477;173.117;;12/08/2016;;;location : LOYALTY ISLANDS;False;12/08/2016;
Tsunami UK TERRITORY SOUTHERN ATLANTIC OCEAN;Tsunami;UK TERRITORY;-55.285;-31.877;;19/08/2016;;;location : SOUTHERN ATLANTIC OCEAN;False;19/08/2016;
Tsunami JAPAN SANRIKU;Tsunami;JAPAN;40.394;143.68;;20/08/2016;;;location : SANRIKU;False;20/08/2016;
Tsunami NEW ZEALAND GISBORNE;Tsunami;NEW ZEALAND;-37.359;179.146;;01/09/2016;;;location : GISBORNE;False;01/09/2016;
Tsunami NEW ZEALAND OFF EAST COAST OF SOUTH ISLAND;Tsunami;NEW ZEALAND;-42.737;173.054;;13/11/2016;;;location : OFF EAST COAST OF SOUTH ISLAND;False;13/11/2016;
Tsunami JAPAN E. COAST HONSHU ISLAND;Tsunami;JAPAN;37.393;141.387;;21/11/2016;;;location : E. COAST HONSHU ISLAND;False;21/11/2016;
Tsunami NICARAGUA NICARAGUA;Tsunami;NICARAGUA;11.91;-88.897;;24/11/2016;;;location : NICARAGUA;False;24/11/2016;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-10.681;161.327;;08/12/2016;;;location : SOLOMON ISLANDS;False;08/12/2016;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-10.749;161.132;;09/12/2016;;;location : SOLOMON ISLANDS;False;09/12/2016;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-4.505;153.522;;17/12/2016;;;location : SOLOMON SEA;False;17/12/2016;
Tsunami CHILE SOUTHERN CHILE;Tsunami;CHILE;-43.406;-73.941;;25/12/2016;;;location : SOUTHERN CHILE;False;25/12/2016;
Tsunami FIJI FIJI ISLANDS;Tsunami;FIJI;-19.373;176.052;;03/01/2017;;;location : FIJI ISLANDS;False;03/01/2017;
Tsunami PAPUA NEW GUINEA BOUGAINVILLE ISLAND;Tsunami;PAPUA NEW GUINEA;-6.246;155.172;;22/01/2017;;;location : BOUGAINVILLE ISLAND;False;22/01/2017;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-33.038;-72.062;;24/04/2017;;;location : CENTRAL CHILE;False;24/04/2017;
Tsunami PHILIPPINES SOCCSKSARGEN, PHILIPPINES;Tsunami;PHILIPPINES;5.504;125.066;;28/04/2017;;;location : SOCCSKSARGEN, PHILIPPINES;False;28/04/2017;
Tsunami USA SKAGWAY, AK;Tsunami;USA;59.821;-136.711;;01/05/2017;;;location : SKAGWAY, AK;False;01/05/2017;
Tsunami GREECE LESBOS;Tsunami;GREECE;38.93;26.365;;12/06/2017;;;location : LESBOS;False;12/06/2017;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-4.779;153.211;;13/07/2017;;;location : SOLOMON SEA;False;13/07/2017;
Tsunami RUSSIA BERING ISLAND;Tsunami;RUSSIA;54.443;168.857;;17/07/2017;;;location : BERING ISLAND;False;17/07/2017;
Tsunami TURKEY GULF OF GÖKOVA;Tsunami;TURKEY;36.929;27.414;;20/07/2017;;;location : GULF OF GÖKOVA;False;20/07/2017;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;15.022;-93.899;;08/09/2017;;;location : S. MEXICO;False;08/09/2017;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.697;169.149;;31/10/2017;;;location : LOYALTY ISLANDS;False;31/10/2017;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.648;168.859;;01/11/2017;;;location : LOYALTY ISLANDS;False;01/11/2017;
Tsunami JAPAN BONIN ISLANDS;Tsunami;JAPAN;25.437;141.383;;15/11/2017;;;location : BONIN ISLANDS;False;15/11/2017;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.638;168.673;;19/11/2017;;;location : LOYALTY ISLANDS;False;19/11/2017;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.503;168.598;;19/11/2017;;;location : LOYALTY ISLANDS;False;19/11/2017;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.325;168.672;;19/11/2017;;;location : LOYALTY ISLANDS;False;19/11/2017;
Tsunami HONDURAS OFF COAST OF HONDURAS;Tsunami;HONDURAS;17.483;-83.52;;10/01/2018;;;location : OFF COAST OF HONDURAS;False;10/01/2018;
Tsunami PERU S. PERU;Tsunami;PERU;-15.768;-74.709;;14/01/2018;;;location : S. PERU;False;14/01/2018;
Tsunami USA KODIAK ISLAND, AK;Tsunami;USA;56.004;-149.166;;23/01/2018;;;location : KODIAK ISLAND, AK;False;23/01/2018;
Tsunami USA HAWAII;Tsunami;USA;19.318;-155;;04/05/2018;;;location : HAWAII;False;04/05/2018;
Tsunami JAPAN S. OF HONSHU ISLAND;Tsunami;JAPAN;31.444;140.193;;06/05/2018;;;location : S. OF HONSHU ISLAND;False;06/05/2018;
Tsunami INDONESIA BALI SEA;Tsunami;INDONESIA;-8.24;116.508;;28/07/2018;;;location : BALI SEA;False;28/07/2018;
Tsunami INDONESIA BALI SEA;Tsunami;INDONESIA;-8.258;116.438;;05/08/2018;;;location : BALI SEA;False;05/08/2018;
Tsunami FIJI FIJI ISLANDS;Tsunami;FIJI;-18.113;-178.153;;19/08/2018;;;location : FIJI ISLANDS;False;19/08/2018;
Tsunami INDONESIA BALI SEA;Tsunami;INDONESIA;-8.337;116.599;;19/08/2018;;;location : BALI SEA;False;19/08/2018;
Tsunami VENEZUELA SUCRE;Tsunami;VENEZUELA;10.773;-62.902;;21/08/2018;;;location : SUCRE;False;21/08/2018;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-22.03;170.126;;29/08/2018;;;location : LOYALTY ISLANDS;False;29/08/2018;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;-0.256;119.846;;28/09/2018;;;location : SULAWESI;False;28/09/2018;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.743;169.522;;16/10/2018;;;location : LOYALTY ISLANDS;False;16/10/2018;
Tsunami GREECE IONIAN SEA;Tsunami;GREECE;37.52;20.557;;25/10/2018;;;location : IONIAN SEA;False;25/10/2018;
Tsunami NEW CALEDONIA LOYALTY ISLANDS;Tsunami;NEW CALEDONIA;-21.95;169.427;;05/12/2018;;;location : LOYALTY ISLANDS;False;05/12/2018;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;55.1;164.699;;20/12/2018;;;location : KAMCHATKA;False;20/12/2018;
Tsunami JAPAN BONIN ISLANDS;Tsunami;JAPAN;25.6;141.462;;11/03/2019;;;location : BONIN ISLANDS;False;11/03/2019;
Tsunami PAPUA NEW GUINEA RABAUL, NEW BRITAIN;Tsunami;PAPUA NEW GUINEA;-4.051;152.597;;14/05/2019;;;location : RABAUL, NEW BRITAIN;False;14/05/2019;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-30.056;-72.082;;14/06/2019;;;location : CENTRAL CHILE;False;14/06/2019;
Tsunami NEW ZEALAND S OF RAOUL ISLAND, KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-30.805;-178.095;;15/06/2019;;;location : S OF RAOUL ISLAND, KERMADEC ISLANDS;False;15/06/2019;
Tsunami JAPAN NIIGATA;Tsunami;JAPAN;38.646;139.472;;18/06/2019;;;location : NIIGATA;False;18/06/2019;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;56.182;164.088;;26/06/2019;;;location : KAMCHATKA;False;26/06/2019;
Tsunami INDONESIA W. JAVA;Tsunami;INDONESIA;-7.282;104.791;;02/08/2019;;;location : W. JAVA;False;02/08/2019;
Tsunami INDONESIA N. MOLUCCAS ISLANDS;Tsunami;INDONESIA;1.6;126.416;;14/11/2019;;;location : N. MOLUCCAS ISLANDS;False;14/11/2019;
Tsunami USA TERRITORY PUERTO RICO;Tsunami;USA TERRITORY;17.916;-66.813;;07/01/2020;;;location : PUERTO RICO;False;07/01/2020;
Tsunami CUBA OFF SE COAST OF CUBA;Tsunami;CUBA;19.44;-78.755;;28/01/2020;;;location : OFF SE COAST OF CUBA;False;28/01/2020;
Tsunami KERMADEC ISLANDS KERMADEC ISLANDS;Tsunami;KERMADEC ISLANDS;-27.367;-175.61;;14/03/2020;;;location : KERMADEC ISLANDS;False;14/03/2020;
Tsunami RUSSIA N. KURIL ISLANDS;Tsunami;RUSSIA;48.986;157.693;;25/03/2020;;;location : N. KURIL ISLANDS;False;25/03/2020;
